ProdNbr_c,Commodity_c,FunctionDesignation_c,ProdName_c,ProdNetWeight_n,ProdNetWeightNbr_n,ManId_c,ManDesignation_c,MC_n,ManStatus_c,ROHSStatus_c,SolderingProcess_c,MaxSolderingTemp_n,ASGId_n,LeadTime_n,LeadTimewithForecast_n,SupplierManufacturingRisk_n,SupplierAggregatedRisk_n,CommercialAggregatedRisk_n,TechnicalAggregatedRisk_n,RecoveryTimeweeks_n,Rampuptimetofullproductionfromfirstdeliveryweeks_n,MRPVol_n,AvgPriceLatestYearUSD_n,Volume_n,target_c
175,6,253,5,1024.0,100.0,44,679,1,1,1,1,260.0,12820.0,60.0,50.0,2.0,2.0,2.0,2.0,4.0,2.0,0,0.7909999999999999,34669.0,4
175,6,253,5,1024.0,100.0,68,29,4,1,1,1,255.0,20550.0,0,0,0,0,0,0,0,0,0,0.7909999999999999,0,4
175,6,253,5,1024.0,100.0,65,29,1,4,1,1,255.0,0,0,0,0,0,0,0,0,0,0,0.7909999999999999,0,4
176,6,209,5,303990169.0,10000000.0,32,139,1,1,1,0,0,18167.0,0,0,0,0,0,0,0,0,43476.0,1.86148,0,3
176,6,209,5,303990169.0,10000000.0,32,273,6,1,1,0,265.0,18167.0,0,0,0,0,0,0,0,0,43476.0,1.86148,0,3
176,6,209,5,303990169.0,10000000.0,22,557,1,1,1,0,265.0,20668.0,35.0,15.0,4.0,1.0,1.0,1.0,8.0,2.0,43476.0,1.86148,73445.0,3
177,6,270,5,64204.0,10000.0,44,739,4,1,1,1,260.0,12820.0,0,0,0,0,0,0,0,0,960.0,0,0,4
178,6,252,5,6266.0,1000.0,36,229,1,1,1,1,260.0,9422.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,1576.0,3.6098199999999996,3954.0,3
179,6,257,5,1.0,1.0,36,230,1,1,1,0,265.0,9422.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,4240.0,5.68153,2364.0,3
180,6,211,5,471.0,10.0,73,604,6,1,1,0,0,96.0,0,0,4.0,2.0,1.0,1.0,8.0,3.0,32008.0,1.9765099999999998,24950.0,3
180,6,211,5,471.0,10.0,22,558,1,1,1,2,260.0,20668.0,35.0,15.0,4.0,1.0,1.0,1.0,8.0,2.0,32008.0,1.9765099999999998,37425.0,3
181,6,272,5,1835.0,100.0,29,307,1,1,1,1,265.0,18167.0,40.0,10.0,3.0,2.0,2.0,2.0,8.0,2.0,0,2.9637,1080.0,4
182,6,279,5,3356.0,100.0,73,642,1,1,1,2,260.0,96.0,40.0,10.0,4.0,2.0,0,1.0,8.0,3.0,0,0,0,3
182,6,279,5,3356.0,100.0,44,740,1,1,1,1,260.0,12820.0,0,0,0,0,0,0,0,0,0,0,0,3
182,6,279,5,3356.0,100.0,22,556,0,1,0,0,0,20668.0,0,0,0,0,0,0,0,0,0,0,0,3
183,6,210,5,3419.0,100.0,73,643,1,1,1,0,0,96.0,40.0,10.0,4.0,2.0,2.0,1.0,8.0,3.0,7487.0,2.36745,29172.0,3
183,6,210,5,3419.0,100.0,44,669,1,1,1,0,260.0,12820.0,60.0,50.0,2.0,2.0,2.0,1.0,4.0,2.0,7487.0,2.36745,0,3
184,6,280,5,3413818.0,100000.0,73,644,1,1,1,2,260.0,96.0,40.0,10.0,4.0,2.0,2.0,2.0,8.0,3.0,13852.0,2.6305,24015.0,4
184,6,280,5,3413818.0,100000.0,73,639,6,1,1,0,265.0,96.0,0,0,0,0,0,0,0,0,13852.0,2.6305,24015.0,4
185,6,226,5,511.0,100.0,7,226,1,1,1,2,260.0,9422.0,0,0,3.0,2.0,0,2.0,8.0,2.0,0,0,0,2
186,6,291,5,8088.0,100.0,36,228,1,1,1,2,260.0,9422.0,0,0,3.0,2.0,0,2.0,8.0,2.0,0,0,0,2
187,6,292,5,56.0,10.0,44,4,1,1,1,1,260.0,12820.0,80.0,70.0,2.0,2.0,0,2.0,4.0,2.0,0,0,0,4
188,6,225,5,8167416.0,1000000.0,44,682,1,1,1,1,260.0,12820.0,60.0,50.0,2.0,2.0,1.0,1.0,4.0,2.0,32008.0,0.37719,12475.0,4
188,6,225,5,8167416.0,1000000.0,22,546,1,1,1,1,260.0,20668.0,0,0,0,0,0,0,0,0,32008.0,0.37719,49900.0,4
189,6,184,5,503.0,100.0,44,677,1,1,1,1,260.0,12820.0,0,0,0,0,0,0,0,0,32968.0,1.06171,0,2
189,6,184,5,503.0,100.0,22,544,1,1,1,1,245.0,20668.0,35.0,15.0,4.0,1.0,1.0,1.0,8.0,2.0,32968.0,1.06171,206989.0,2
189,6,184,5,503.0,100.0,22,543,6,1,1,0,0,20668.0,0,0,0,0,0,0,0,0,32968.0,1.06171,206989.0,2
190,6,247,5,77224.0,10000.0,63,110,1,1,1,0,0,18167.0,40.0,10.0,3.0,2.0,2.0,2.0,8.0,2.0,6120.0,1.16323,6216.0,2
191,6,190,5,47896.0,10000.0,67,136,1,1,1,1,245.0,18167.0,40.0,10.0,3.0,2.0,1.0,1.0,8.0,2.0,471486.0,0.34869,164084.0,3
191,6,190,5,47896.0,10000.0,22,550,1,1,1,1,245.0,20668.0,35.0,15.0,4.0,1.0,1.0,1.0,8.0,2.0,471486.0,0.34869,384102.0,3
192,2,268,5,0,0,44,102,1,1,1,0,0,12820.0,0,0,0,0,0,0,0,0,130.0,0,0,4
192,2,268,5,0,0,32,102,4,1,1,2,265.0,18167.0,40.0,10.0,4.0,2.0,0,2.0,8.0,4.0,130.0,0,0,4
193,6,176,5,63156.0,10000.0,32,742,1,1,1,0,265.0,18167.0,0,0,0,0,0,0,0,0,0,0,0,4
193,6,176,5,63156.0,10000.0,32,116,4,1,1,0,265.0,18167.0,0,0,0,0,0,0,0,0,0,0,0,4
194,6,192,5,0,0,16,649,1,1,1,0,0,96.0,35.0,10.0,4.0,2.0,2.0,1.0,8.0,3.0,6618.0,0.53662,3774.0,3
194,6,192,5,0,0,32,53,1,1,1,0,265.0,18167.0,0,0,0,0,0,0,0,0,6618.0,0.53662,0,3
195,6,185,5,5701.0,1000.0,73,617,1,1,1,2,260.0,96.0,35.0,10.0,4.0,2.0,2.0,1.0,8.0,3.0,100586.0,0.61566,110121.0,2
195,6,185,5,5701.0,1000.0,44,673,1,1,0,0,0,12820.0,0,0,0,0,0,0,0,0,100586.0,0.61566,0,2
195,6,185,5,5701.0,1000.0,44,674,1,1,0,0,0,12820.0,0,0,0,0,0,0,0,0,100586.0,0.61566,0,2
196,6,194,5,51.0,10.0,73,621,1,1,1,1,260.0,96.0,35.0,10.0,4.0,2.0,1.0,1.0,8.0,3.0,758677.0,0.31758000000000003,294977.0,2
196,6,194,5,51.0,10.0,73,620,6,1,1,1,260.0,96.0,0,0,0,0,0,0,0,0,758677.0,0.31758000000000003,294977.0,2
196,6,194,5,51.0,10.0,32,20,6,1,1,0,0,18167.0,0,0,0,0,0,0,0,0,758677.0,0.31758000000000003,0,2
196,6,194,5,51.0,10.0,32,192,0,1,0,0,0,18167.0,0,0,0,0,0,0,0,0,758677.0,0.31758000000000003,0,2
196,6,194,5,51.0,10.0,22,548,1,1,1,1,245.0,20668.0,0,0,0,0,0,0,0,0,758677.0,0.31758000000000003,79276.0,2
196,6,194,5,51.0,10.0,22,549,1,1,1,1,245.0,20668.0,35.0,15.0,4.0,1.0,1.0,1.0,8.0,2.0,758677.0,0.31758000000000003,79276.0,2
197,6,195,5,39535571.0,10000000.0,32,21,1,1,1,0,0,18167.0,0,0,0,0,0,0,0,0,214.0,1.59289,2000.0,2
198,6,202,5,7532.0,1000.0,73,623,1,1,1,1,260.0,96.0,40.0,10.0,4.0,2.0,1.0,1.0,8.0,3.0,1571307.0,0.5818,955154.0,2
198,6,202,5,7532.0,1000.0,73,622,6,1,1,1,260.0,96.0,0,0,0,0,0,0,0,0,1571307.0,0.5818,955154.0,2
198,6,202,5,7532.0,1000.0,32,188,1,1,1,1,260.0,18167.0,40.0,10.0,4.0,2.0,1.0,1.0,8.0,2.0,1571307.0,0.5818,240781.0,2
198,6,202,5,7532.0,1000.0,32,293,6,1,1,0,0,18167.0,0,0,0,0,0,0,0,0,1571307.0,0.5818,240781.0,2
198,6,202,5,7532.0,1000.0,32,294,6,1,1,0,0,18167.0,0,0,0,0,0,0,0,0,1571307.0,0.5818,240781.0,2
198,6,202,5,7532.0,1000.0,22,547,0,1,0,0,0,20668.0,0,0,0,0,0,0,0,0,1571307.0,0.5818,0,2
199,6,203,5,12762.0,1000.0,22,552,1,1,1,0,0,20668.0,0,0,0,0,0,0,0,0,1072.0,3.8485,1750.0,2
199,6,203,5,12762.0,1000.0,22,553,1,1,1,0,0,20668.0,35.0,15.0,4.0,1.0,1.0,1.0,8.0,2.0,1072.0,3.8485,1750.0,2
200,6,205,5,152.0,10.0,73,626,1,1,1,1,260.0,96.0,40.0,10.0,4.0,2.0,1.0,1.0,8.0,3.0,208562.0,0.82729,303763.0,2
200,6,205,5,152.0,10.0,73,624,6,1,1,1,260.0,96.0,0,0,0,0,0,0,0,0,208562.0,0.82729,303763.0,2
200,6,205,5,152.0,10.0,32,189,1,1,1,1,260.0,18167.0,40.0,10.0,4.0,2.0,1.0,1.0,8.0,2.0,208562.0,0.82729,78216.0,2
200,6,205,5,152.0,10.0,32,264,6,1,1,1,260.0,18167.0,0,0,0,0,0,0,0,0,208562.0,0.82729,78216.0,2
200,6,205,5,152.0,10.0,22,555,1,1,1,1,245.0,20668.0,0,0,0,0,0,0,0,0,208562.0,0.82729,0,2
201,6,287,5,412.0,10.0,22,542,4,1,1,2,260.0,20668.0,0,0,0,0,0,0,0,0,32008.0,1.97986,62375.0,4
201,6,287,5,412.0,10.0,22,541,1,1,1,2,260.0,20668.0,35.0,15.0,4.0,1.0,1.0,1.0,8.0,2.0,32008.0,1.97986,62375.0,4
202,6,289,5,41.0,1.0,22,542,1,1,1,1,260.0,20668.0,35.0,15.0,4.0,1.0,1.0,1.0,8.0,2.0,5687.0,12.09375,16872.0,4
203,6,206,5,186668444.0,10000000.0,73,625,1,1,1,0,0,96.0,40.0,10.0,4.0,2.0,2.0,1.0,8.0,3.0,900.0,1.22736,6630.0,3
203,6,206,5,186668444.0,10000000.0,73,627,4,1,1,0,260.0,96.0,0,0,0,0,0,0,0,0,900.0,1.22736,6630.0,3
203,6,206,5,186668444.0,10000000.0,32,265,1,1,1,0,0,18167.0,0,0,0,0,0,0,0,0,900.0,1.22736,0,3
204,2,230,5,717939.0,100000.0,44,101,1,1,1,0,0,12820.0,0,0,0,0,0,0,0,0,9202.0,2.1646099999999997,0,4
204,2,230,5,717939.0,100000.0,32,101,4,1,1,0,265.0,18167.0,40.0,10.0,3.0,2.0,0,2.0,8.0,2.0,9202.0,2.1646099999999997,3.0,4
205,6,261,5,170824.0,10000.0,16,645,1,1,1,0,0,96.0,40.0,10.0,4.0,2.0,2.0,2.0,8.0,8.0,2294.0,2.49342,1210.0,4
206,6,262,5,170824.0,10000.0,16,647,1,1,1,0,0,96.0,0,0,0,0,0,0,0,0,0,0,0,2
207,6,259,5,170824.0,10000.0,16,646,1,1,1,0,0,96.0,0,0,0,0,0,0,0,0,0,0,0,3
208,6,276,5,2234115.0,100000.0,32,307,1,1,1,0,265.0,18167.0,0,0,3.0,2.0,2.0,2.0,8.0,2.0,0,2.9637,5376.0,3
209,6,277,5,230654612.0,10000000.0,32,23,1,1,1,0,0,18167.0,40.0,10.0,3.0,2.0,2.0,2.0,8.0,2.0,3540.0,5.5126800000000005,5162.0,3
210,6,415,5,75.0,100.0,11,30,6,1,1,1,260.0,418.0,0,0,0,0,0,0,0,0,128828.0,0.15705999999999998,132275.0,1
210,6,415,5,75.0,100.0,11,31,1,1,1,2,260.0,418.0,15.0,10.0,4.0,4.0,1.0,1.0,26.0,26.0,128828.0,0.15705999999999998,132275.0,1
210,6,415,5,75.0,100.0,32,84,6,1,1,1,260.0,18167.0,0,0,0,0,0,0,0,0,128828.0,0.15705999999999998,56511.0,1
210,6,415,5,75.0,100.0,32,147,1,1,1,2,260.0,18167.0,40.0,10.0,4.0,2.0,1.0,1.0,8.0,2.0,128828.0,0.15705999999999998,56511.0,1
211,6,408,5,187.0,100.0,32,96,1,1,1,1,260.0,18167.0,0,0,3.0,2.0,0,2.0,8.0,2.0,0,0,0,2
212,6,409,5,349.0,100.0,14,234,1,1,1,0,265.0,9422.0,50.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,5687.0,0.15645,16872.0,2
212,6,409,5,349.0,100.0,22,719,4,1,1,1,260.0,20668.0,0,0,0,0,0,0,0,0,5687.0,0.15645,0,2
212,6,409,5,349.0,100.0,22,720,0,1,0,0,0,20668.0,0,0,0,0,0,0,0,0,5687.0,0.15645,0,2
213,6,407,5,20031494.0,10000000.0,11,388,1,1,1,0,0,418.0,5.0,5.0,4.0,4.0,4.0,1.0,26.0,6.0,7240.0,0.20246,9395.0,3
213,6,407,5,20031494.0,10000000.0,38,736,1,1,1,0,0,9677.0,0,0,0,0,0,0,0,0,7240.0,0.20246,0,3
213,6,407,5,20031494.0,10000000.0,38,735,4,1,1,0,230.0,9677.0,0,0,0,0,0,0,0,0,7240.0,0.20246,0,3
213,6,407,5,20031494.0,10000000.0,32,135,1,1,1,0,0,18167.0,0,0,0,0,0,0,0,0,7240.0,0.20246,0,3
213,6,407,5,20031494.0,10000000.0,32,202,1,1,1,0,0,18167.0,78.0,10.0,3.0,2.0,4.0,1.0,6.0,2.0,7240.0,0.20246,0,3
214,6,413,5,37488.0,100000.0,36,48,1,1,1,2,260.0,9422.0,50.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,195984.0,0.29922,25050.0,3
215,6,412,5,2442.0,10000.0,47,43,1,1,1,2,260.0,418.0,45.0,40.0,4.0,4.0,4.0,1.0,26.0,26.0,100.0,0.20457999999999998,10000.0,1
215,6,412,5,2442.0,10000.0,32,121,1,1,1,2,245.0,18167.0,0,0,3.0,2.0,4.0,1.0,4.0,2.0,100.0,0.20457999999999998,0,1
216,6,410,5,23604098.0,10000000.0,32,259,1,1,1,1,260.0,18167.0,40.0,10.0,3.0,2.0,2.0,2.0,6.0,2.0,10183.0,1.51725,50061.0,3
217,6,406,5,331.0,100.0,32,86,0,1,1,1,260.0,18167.0,0,0,0,0,0,0,0,0,0,0,0,4
218,6,18,5,0,0,22,219,1,1,1,1,245.0,20668.0,35.0,10.0,4.0,1.0,0,1.0,6.0,3.0,0,0,0,4
219,6,34,5,257.0,100.0,73,718,0,1,1,1,255.0,96.0,0,0,4.0,2.0,2.0,2.0,8.0,8.0,30.0,42.088,300.0,4
219,6,34,5,257.0,100.0,59,440,1,1,1,1,255.0,0,0,0,0,0,0,0,0,0,30.0,42.088,0,4
220,6,36,5,856.0,100.0,32,134,1,1,1,0,265.0,18167.0,0,0,0,0,0,0,0,0,1920.0,0.55219,0,2
220,6,36,5,856.0,100.0,32,138,4,1,1,0,265.0,18167.0,0,0,0,0,0,0,0,0,1920.0,0.55219,0,2
220,6,36,5,856.0,100.0,22,608,1,1,1,2,260.0,20668.0,0,0,4.0,1.0,1.0,1.0,4.0,4.0,1920.0,0.55219,1920.0,2
221,6,161,5,350007.0,100000.0,73,732,1,1,1,1,260.0,96.0,40.0,10.0,4.0,1.0,1.0,1.0,8.0,8.0,1692298.0,0.95783,1183706.0,4
221,6,161,5,350007.0,100000.0,32,148,1,1,1,1,260.0,18167.0,40.0,10.0,4.0,2.0,1.0,1.0,8.0,2.0,1692298.0,0.95783,1183706.0,4
222,6,163,5,3772984.0,1000000.0,73,732,1,1,1,1,260.0,96.0,40.0,10.0,4.0,1.0,1.0,1.0,8.0,8.0,1292905.0,1.0943399999999999,332278.0,3
222,6,163,5,3772984.0,1000000.0,32,71,1,1,1,1,260.0,18167.0,40.0,10.0,4.0,2.0,1.0,1.0,4.0,2.0,1292905.0,1.0943399999999999,142942.0,3
223,6,162,5,3397472.0,1000000.0,32,148,1,1,1,1,260.0,18167.0,40.0,10.0,3.0,2.0,0,2.0,4.0,2.0,0,0,0,4
224,6,371,5,0,0,32,75,1,1,1,0,0,18167.0,90.0,10.0,3.0,2.0,2.0,2.0,8.0,2.0,2258.0,3.3683,309.0,4
225,6,169,5,56.0,10.0,0,98,1,1,1,0,0,311.0,0,0,0,0,0,0,0,0,0,0,0,4
226,6,164,5,3455582.0,1000000.0,32,65,1,1,1,1,260.0,18167.0,0,0,0,0,0,0,0,0,2980.0,1.77,8080.0,3
226,6,164,5,3455582.0,1000000.0,32,72,1,1,1,1,260.0,18167.0,74.0,10.0,4.0,2.0,2.0,2.0,8.0,2.0,2980.0,1.77,8080.0,3
227,6,132,5,345.0,1000.0,32,66,1,1,1,0,0,18167.0,71.0,10.0,4.0,2.0,2.0,2.0,8.0,2.0,0,0.239,5000.0,2
228,6,167,5,150204.0,100000.0,36,212,1,1,1,0,0,9422.0,0,0,3.0,2.0,0,1.0,7.0,13.0,0,0,0,2
228,6,167,5,150204.0,100000.0,32,97,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,1.0,4.0,2.0,0,0,0,2
228,6,167,5,150204.0,100000.0,32,122,4,1,1,0,0,18167.0,0,0,0,0,0,0,0,0,0,0,0,2
229,6,27,5,1913739.0,100000.0,32,154,1,1,1,1,260.0,18167.0,40.0,10.0,3.0,2.0,2.0,2.0,8.0,2.0,673.0,21.2415,700.0,2
230,6,28,5,341391.0,10000.0,32,155,1,1,1,0,0,18167.0,40.0,10.0,3.0,2.0,2.0,2.0,8.0,2.0,673.0,13.07475,701.0,2
231,6,30,5,165468.0,10000.0,32,152,1,1,1,0,0,18167.0,40.0,10.0,3.0,2.0,2.0,2.0,8.0,2.0,1346.0,2.2253,1700.0,2
232,6,26,5,252339.0,10000.0,32,156,1,1,1,0,0,18167.0,40.0,10.0,3.0,2.0,2.0,2.0,8.0,2.0,588.0,2.73105,642.0,2
233,6,29,5,393553.0,10000.0,32,153,1,1,1,0,0,18167.0,40.0,10.0,3.0,2.0,2.0,2.0,8.0,2.0,588.0,16.68975,642.0,2
234,6,148,5,0,0,32,99,1,1,1,1,245.0,18167.0,40.0,10.0,3.0,2.0,0,2.0,8.0,2.0,0,0,0,2
235,6,42,5,12794.0,100000.0,36,245,1,1,1,0,0,9422.0,0,0,3.0,3.0,0,3.0,18.0,3.0,0,0,0,3
236,6,48,5,64.0,10.0,74,656,0,1,1,0,0,96.0,0,0,0,0,0,0,0,0,21896.0,1.99918,16954.0,4
236,6,48,5,64.0,10.0,74,655,1,1,1,0,0,96.0,40.0,10.0,4.0,1.0,1.0,1.0,8.0,8.0,21896.0,1.99918,16954.0,4
237,6,49,5,260931.0,1000000.0,36,244,0,1,1,0,0,9422.0,0,0,3.0,2.0,0,2.0,9.0,1.0,0,0,0,4
238,6,157,5,31159.0,100000.0,36,233,0,1,1,1,260.0,9422.0,0,0,0,0,0,0,0,0,0,0,0,4
239,6,375,5,8886654.0,100000.0,7,358,1,1,1,0,0,9422.0,71.0,36.0,3.0,2.0,2.0,2.0,8.0,4.0,417.0,21.88214,773.0,3
239,6,375,5,8886654.0,100000.0,7,360,4,1,1,0,0,9422.0,0,0,0,0,0,0,0,0,417.0,21.88214,773.0,3
240,6,376,5,110551.0,1000.0,7,364,1,1,1,0,0,9422.0,62.0,31.0,3.0,2.0,2.0,2.0,8.0,4.0,6936.0,29.8185,4446.0,3
241,6,375,5,91522465.0,1000000.0,7,359,1,1,1,0,0,9422.0,0,0,3.0,2.0,0,2.0,8.0,4.0,0,0,0,3
242,6,329,5,95232.0,1000.0,7,365,1,1,1,0,0,9422.0,0,0,3.0,2.0,0,2.0,8.0,4.0,0,0,0,3
243,6,363,5,8433.0,10000.0,36,82,1,1,1,2,260.0,9422.0,36.0,18.0,3.0,2.0,2.0,2.0,8.0,4.0,41091.0,0.77783,12801.0,2
244,6,419,5,5494.0,1000.0,73,415,0,1,1,1,260.0,96.0,0,0,0,0,0,0,0,0,0,0,0,4
245,6,420,5,10208.0,1000.0,73,728,0,1,1,0,0,96.0,0,0,4.0,2.0,0,2.0,8.0,8.0,0,0,0,4
246,6,416,5,0,0,73,726,0,1,0,0,0,96.0,0,0,0,0,0,0,0,0,0,0,0,0
247,6,417,5,0,0,73,727,0,1,0,0,0,96.0,0,0,0,0,0,0,0,0,11160.0,0,0,0
248,6,294,5,28999.0,10000.0,11,417,1,1,1,2,260.0,418.0,0,0,0,0,0,1.0,0,0,0,0,0,2
248,6,294,5,28999.0,10000.0,14,411,1,1,1,1,260.0,9422.0,0,0,3.0,4.0,0,1.0,26.0,4.0,0,0,0,2
249,6,227,5,123965792.0,10000000.0,1,13,1,1,1,0,0,18167.0,20.0,10.0,4.0,2.0,2.0,2.0,8.0,2.0,132.0,1.27449,1001.0,4
250,6,293,5,6.0,1.0,44,675,1,1,1,0,0,12820.0,0,0,0,0,0,0,0,0,0,0,0,4
251,6,55,5,1.0,1.0,51,514,1,1,1,0,0,2941.0,40.0,5.0,2.0,1.0,1.0,1.0,6.0,2.0,1896.0,0.74233,500.0,4
251,6,55,5,1.0,1.0,76,686,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1896.0,0.74233,0,4
251,6,55,5,1.0,1.0,77,686,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1896.0,0.74233,0,4
251,6,55,5,1.0,1.0,78,686,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1896.0,0.74233,0,4
252,6,425,5,1.0,1.0,62,372,1,1,1,1,260.0,18167.0,40.0,10.0,3.0,2.0,2.0,2.0,8.0,2.0,8466.0,0.8496600000000001,10819.0,4
253,6,282,5,0,0,62,273,1,1,1,0,0,18167.0,40.0,10.0,3.0,2.0,2.0,1.0,8.0,2.0,1898.0,2.0331200000000003,1500.0,4
253,6,282,5,0,0,50,78,1,1,1,0,0,20433.0,0,0,0,0,0,0,0,0,1898.0,2.0331200000000003,0,4
254,6,310,5,1.0,1.0,58,383,1,1,1,0,0,9422.0,49.0,25.0,3.0,3.0,3.0,3.0,26.0,13.0,4729.0,0.43442,42676.0,4
255,6,168,14,2.0,100.0,21,312,1,1,1,0,0,418.0,18.0,18.0,3.0,3.0,0,3.0,22.0,22.0,0,0,0,3
255,6,168,14,2.0,100.0,21,311,6,1,1,0,0,418.0,0,0,0,0,0,0,0,0,0,0,0,3
256,6,126,9,4.0,10.0,3,310,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,8.0,2.0,0,0,0,2
257,6,405,25,8189392.0,10000000.0,32,246,1,1,1,0,0,18167.0,0,0,0,0,0,0,0,0,0,0.14262,2000.0,4
257,6,405,25,8189392.0,10000000.0,32,247,1,1,1,0,0,18167.0,0,0,4.0,2.0,2.0,2.0,8.0,2.0,0,0.14262,2000.0,4
258,6,403,23,958.0,1000.0,47,384,1,1,1,0,0,418.0,50.0,20.0,2.0,2.0,0,2.0,7.0,7.0,0,0,0,2
259,5,394,0,242212.0,100000.0,40,298,1,1,1,0,0,75.0,25.0,5.0,3.0,2.0,2.0,2.0,6.0,2.0,19435.0,1.12034,1650.0,2
260,5,395,0,208.0,10.0,37,562,1,1,1,0,0,82.0,40.0,10.0,1.0,1.0,1.0,1.0,8.0,3.0,1211172.0,0.5764699999999999,825882.0,1
260,5,395,0,208.0,10.0,17,209,1,1,1,0,0,20475.0,35.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,1211172.0,0.5764699999999999,353951.0,1
